,Unnamed: 0,Name,Url,Intelligence,Strength,Speed,Durability,Power,Combat,Full name,Alter Egos,Aliases,Place of birth,First appearance,Creator,Alignment,Gender,Race,Height,Weight,Eye color,Hair color,Occupation,Base,Team Affiliation,Relatives,Skin color,Total Power
587,587,Scarlet Witch,/scarlet-witch/10-444/,100.0,10.0,30.0,70.0,100.0,80.0,Wanda Maximoff,"Scarlet Witch (HoM), Scarlet Witch (Life Force), Scarlet Witch (MCU)","Wanda Frank, Wanda Magnus, Ana Maximoff, Gypsy Witch, The Witch","Wundagore Mountain, Transia","Uncanny X-Men #4 (March, 1964)",Marvel Comics,bad,Female,Mutant,5'7 // 170 cm,132 lb // 59 kg,Blue,Brown,"Adventurer; formerly witchcraft tutor, housewife, terrorist","Mobile; formerly The Works; Avengers Compound, California; Avengers Mansion, New York","Avengers West Coast (Leader), New Warriors, The Ultimates, Marvel Knights, Secret Defenders, Brotherhood of Evil Mutants, The Mighty Avengers, Gods, Formerly: Avengers, New Avengers","Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)",,390.0
588,588,Scorpia,/scorpia/10-1123/,75.0,30.0,45.0,30.0,35.0,30.0,Elaine Coll,No alter egos found.,-,-,Spider-Man: Power of Terror limited series #2 (1995),Marvel Comics,bad,Female,-,- // 0 cm,- lb // 0 kg,Green,Red,Professional criminal,-,No team connections added yet.,"Vincent Coll (grandfather, deceased)",,245.0
589,589,Scorpion,/scorpion/10-1041/,80.0,55.0,60.0,85.0,50.0,80.0,MacDonald Gargan,Venom III,"Venom, Spider-Man",-,Amazing Spider-Man #19 (1964),Marvel Comics,bad,Male,Human,6'11 // 211 cm,689 lb // 310 kg,Brown,Brown,"U.S. government agent; former professional criminal, assassin, private detective",-,"The FIRM, Secret Empire",-,,410.0
590,590,Sebastian Shaw,/sebastian-shaw/10-1482/,85.0,85.0,15.0,95.0,40.0,60.0,Sebastian Hiram Shaw,Sebastian Shaw (FOX),-,-,-,Marvel Comics,bad,Male,Mutant,- // 0 cm,- lb // 0 kg,-,-,-,-,Hellfire Club,-,,380.0
591,591,Sentry,/sentry/10-447/,90.0,100.0,100.0,100.0,100.0,45.0,Robert Reynolds,Death Seed Sentry,"Void, Bob, Golden Guardian of Good, John Victor Williams, Scout",-,"Sentry #1 (September, 2000)",Marvel Comics,good,Male,Human,6'2 // 188 cm,194 lb // 87 kg,Blue,Blond,-,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)","New Warriors, Dark Avengers, Mighty Avengers, Super Soldiers, Gods, Formerly: Horsemen of Apocalypse, New Avengers, Apocalypse's Horsemen, Avengers","Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)",,535.0
592,592,Shadow King,/shadow-king/10-121/,90.0,15.0,30.0,100.0,100.0,75.0,Amahl Farouk,No alter egos found.,"Professor X, Ananasi, Amahl Farouk, Evil One, Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn, Karma, Cypher, Jacob Reisz, Donald Pierce and probably others",-,X-Men #117 (1979),Marvel Comics,good,-,-,6'1 // 185 cm,330 lb // 149 kg,Red,-,-,"The Astral Plane; Formerly Cairo, Egypt.",Brotherhood of Evil Mutants,-,,410.0
593,593,Shadow Lass,/shadow-lass/10-1195/,85.0,10.0,70.0,20.0,80.0,80.0,-,No alter egos found.,-,Talok VIII,Adventure Comics #365,DC Comics,good,Female,Talokite,5'8 // 173 cm,120 lb // 54 kg,Black,Black,-,-,Legion of Super-Heroes,-,Blue,345.0
594,594,Shadowcat,/shadowcat/10-122/,95.0,10.0,25.0,25.0,70.0,70.0,Katherine Pryde,"Black Vortex, Spider-Girl","Kitty Pryde, Ariel, Sprite, Cat","Deerfield, Illinois","X-Men #129 (January, 1980)",Marvel Comics,good,Female,Mutant,5'6 // 168 cm,110 lb // 50 kg,Hazel,Brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men, Ultimate X-Men, Formerly: Excalibur","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",,295.0
595,595,Shang-Chi,/shang-chi/10-454/,85.0,15.0,30.0,50.0,30.0,100.0,Shang-Chi,No alter egos found.,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),-,"Special Marvel Edition #15 (December, 1973)",Marvel Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Brown,Black,-,-,No team connections added yet.,"Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",,310.0
596,596,Shatterstar,/shatterstar/10-124/,85.0,50.0,45.0,65.0,50.0,85.0,Gaveedra Seven,Shatterstar (FOX),Benjamin Russell,Mojoworld,New Mutants #99,Marvel Comics,good,Male,-,6'3 // 191 cm,195 lb // 88 kg,Brown,Red,Warrior,-,Formerly: X-Force,"Longshot (father), Dazzler (mother), Mojo V",,380.0
597,597,Shazam,/shazam/10-278/,95.0,100.0,90.0,95.0,100.0,75.0,William Joseph Batson,"Captain Marvel (Kingdom Come), Shazam (DCEU)","Captain Marvel, The World's Mightiest Mortal, The Big Red Cheese, Captain Thunde","Fawcett City, United States",Whiz Comics no. 2 (1940),DC Comics,good,Male,Human,6'4 // 193 cm,225 lb // 101 kg,Blue,Black,-,-,"Justice League Elite, Young Justice, Formerly: Justice League, Justice Society of America","C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)",,555.0
598,598,She-Hulk,/she-hulk/10-125/,95.0,100.0,45.0,100.0,40.0,70.0,Jennifer Walters,"Grey Hulk II, Hulk II",Jade Giantess,"Los Angeles, California",She-Hulk (Vol. 1) #1,Marvel Comics,good,Female,Human,6'7 // 201 cm,700 lb // 315 kg,Green,Green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Defenders, The Ultimates, Hulkbusters, Formerly: A-Force, Future Foundation, Fantastic Four, Avengers","Bruce Banner (Hulk, cousin)",,450.0
599,599,She-Ra,/she-ra/10-10603/,90.0,100.0,45.0,70.0,100.0,70.0,-,No alter egos found.,-,-,-,Mattel,good,Female,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,475.0
600,600,She-Thing,/she-thing/10-461/,85.0,75.0,25.0,80.0,25.0,65.0,Sharon Ventura,Ms Marvel II,"Thing, Ms Marvel",-,Thing #27,Marvel Comics,good,Female,Human / Radiation,6'0 // 183 cm,340 lb // 153 kg,Blue,No Hair,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",-,"Fantastic Four Incorporated, Formerly: Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders, Frightful Four","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)",,355.0
601,601,Shocker,/shocker/10-19/,85.0,10.0,25.0,70.0,80.0,60.0,Herman Schultz,The Shocker (MCU),-,-,Amazing Spider-Man #46,Marvel Comics,bad,Male,Human,5'9 // 175 cm,175 lb // 79 kg,Brown,Brown,"Professional thief, hired assassin","New York City, New York","Black Cat's Gang, Masters of Evil, Sinister Seven, The FIRM, New Enforcers, Secret Empire, Formerly: Sinister Syndicate, Sinister Twelve, Sinister Six",Mr. & Mrs. Schultz (parents),,330.0
602,602,Shriek,/shriek/10-1319/,80.0,10.0,25.0,30.0,45.0,45.0,Frances Louise Barrison,No alter egos found.,Sandra Deel,-,-,Marvel Comics,good,Female,-,5'8 // 173 cm,115 lb // 52 kg,Yellow / Blue,Black,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",-,Carnage Family,"Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",,235.0
603,603,Shrinking Violet,/shrinking-violet/10-1188/,,,,,,,-,No alter egos found.,-,-,-,DC Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,Legion of Super-Heroes,-,,0.0
604,604,Sif,/sif/10-1533/,85.0,90.0,70.0,80.0,100.0,70.0,Sif,Sif (MCU),"Lady Sif, Erika Velez, Mrs. Chambers, Sybil",-,"Journey into Mystery #102 (March, 1964)",Marvel Comics,good,Female,Asgardian,6'2 // 188 cm,425 lb // 191 kg,Blue,Black,-,Broxton/Asgard; Formerly New York City,"Asgardians, Marvel Knights, Thor Corps",Heimdall (brother),,495.0
605,605,Silk,/silk/10-10495/,90.0,50.0,75.0,70.0,75.0,65.0,-,No alter egos found.,-,-,Amazing Spider-Man Vol 3 #4,Marvel Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,Brown,Black,"Vigilante, intern at Fact Channel News, adventurer; former student","Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Formerly: Spider-Army","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",,425.0
606,606,Silk Spectre,/silk-spectre/10-1057/,,,,,,,Sally Juspeczyk,No alter egos found.,Sally Jupiter,-,-,DC Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,Silk Spectre II (daughter),,0.0
607,607,Silk Spectre II,/silk-spectre-ii/10-1058/,85.0,50.0,70.0,55.0,50.0,90.0,Laurie Juspeczyk,No alter egos found.,-,-,-,DC Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,"Watchmen, Formerly: The Crimebusters",Silk Spectre I (mother),,400.0
608,608,Silver Surfer,/silver-surfer/10-127/,80.0,100.0,100.0,90.0,100.0,35.0,Norrin Radd,"Carnage, Fallen One, Silver Surfer (FOX), Silver Surfer (Worthy)",-,Zenn-La,"Fantastic Four, Vol. 1 #48",Marvel Comics,good,Male,Alien,6'4 // 193 cm,225 lb // 101 kg,White,No Hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Defenders, Neo-Knights, Contingency, Secret Defenders, Annihilators, God Squad, Formerly: Avengers, Star Masters, Heralds of Galactus","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",Silver,505.0
609,609,Silverclaw,/silverclaw/10-1019/,80.0,30.0,35.0,45.0,35.0,45.0,Maria de Guadalupe Santiago,No alter egos found.,"La Garra Argentado, Daughter of the Volcano God,","The village of Kamekeri, Costa Verde",Avengers #8 (1998),Marvel Comics,good,Female,-,5'2 // 157 cm,110 lb // 50 kg,Brown,Black,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY",No team connections added yet.,"Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")",,270.0
610,610,Sinestro,/sinestro/10-781/,90.0,85.0,55.0,65.0,100.0,55.0,Thaal Sinestro,"Green Lantern, Parallax, Yellow Lantern (BTBATB)","Green Lantern, White Lantern, Yellow Lantern, Parallax, Indigo Lantern","Korugar City, Korugar",Green Lantern Vol 2 #7,DC Comics,neutral,Male,Korugaran,6'7 // 201 cm,205 lb // 92 kg,Black,Black,-,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps (Leader), The Society, Formerly: Green Lantern Corps, Suicide Squad","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",Red,450.0
611,611,Siren,/siren/10-1387/,80.0,65.0,80.0,60.0,95.0,60.0,Hila,No alter egos found.,-,-,"Aquaman #22 (August, 1965)",DC Comics,bad,Female,Atlantean,5'9 // 175 cm,160 lb // 72 kg,Blue,Purple,-,formely Atlantis,No team connections added yet.,"Mera (twin sister), Aquaman (brother-in-law)",,440.0
612,612,Siren II,/siren-ii/10-1386/,,,,,,,La Sirene la Bailene,No alter egos found.,-,Atlantis,The Titans #5 (1999),DC Comics,bad,Female,-,- // 0 cm,- lb // 0 kg,Black,-,-,-,No team connections added yet.,-,,0.0
613,613,Siryn,/siryn/10-833/,75.0,10.0,50.0,30.0,50.0,45.0,Theresa Rourke Cassidy,No alter egos found.,Theresa Rourke,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,Marvel Comics,bad,Female,-,5'6 // 168 cm,115 lb // 52 kg,Blue,Strawberry Blond,(current) Adventurer (former) Professional Criminal,-,X-Factor,"Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",,260.0
614,614,Skaar,/skaar/10-1341/,80.0,85.0,30.0,90.0,70.0,85.0,-,No alter egos found.,"Savior, Son of Hulk, WorldBreaker, Long Hair, Little Monster, Conan",Sakaar,"World War Hulk #5, 2007",Marvel Comics,good,Male,-,6'6 // 198 cm,400 lb // 180 kg,Green,Black,Warrior,-,"The Runaways, Dark Avengers, Formerly: Thunderbolts","Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",,440.0
615,615,Snake-Eyes,/snake-eyes/10-10437/,,,,,,,-,No alter egos found.,Xanthian Boulder Crusher,-,"Marvel Team-Up Annual Vol 1 #7 October, 1984",Marvel Comics,bad,Male,Animal,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
616,616,Snowbird,/snowbird/10-130/,80.0,35.0,30.0,45.0,70.0,55.0,Narya,No alter egos found.,Anne McKenzie-Thompson,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,Marvel Comics,good,Female,-,5'10' // 178 cm,108 lb // 49 kg,White,Blond,"Goddess, adventurer, former records officer",formerly Department H,Alpha Flight,"Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",,315.0
617,617,Sobek,/sobek/10-1166/,80.0,35.0,25.0,50.0,20.0,60.0,Yurrd the Unknown,No alter egos found.,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,Nile River; Bioengineered at Oolong Island,52 Week Twenty-Six,DC Comics,good,Male,-,- // 0 cm,- lb // 0 kg,White,No Hair,-,Kahndaq,Black Marvel Family,-,,270.0
618,618,Solomon Grundy,/solomon-grundy/10-782/,55.0,95.0,15.0,100.0,95.0,30.0,Cyrus Gold,No alter egos found.,Marshland Monster,Gotham City,"All-American Comics #61 (October, 1944)",DC Comics,bad,Male,Zombie,9'2 // 279 cm,971 lb // 437 kg,Black,White,-,-,"All-Star Squadron, Extreme Justice, Formerly: Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",,390.0
619,619,Songbird,/songbird/10-131/,90.0,40.0,30.0,45.0,55.0,60.0,Melissa Joan Gold,No alter egos found.,"Screaming Mimi, Mimi Schwartz, Margie Green","Shoshoni, Wyoming",-,Marvel Comics,good,Female,-,5'5 // 165 cm,145 lb // 65 kg,Green,Red / White,Adventurer; former criminal and wrestler,-,"A.I.M., Thunderbolts","Mimi Gold (mother), Mr. Gold (father)",,320.0
620,620,Space Ghost,/space-ghost/10-1505/,75.0,20.0,35.0,40.0,95.0,80.0,Thaddeus Bach,No alter egos found.,"Ted Ghostel, Tad Ghostal",-,Space Ghost (1966),DC Comics,good,Male,Human,6'2 // 188 cm,250 lb // 113 kg,-,-,-,-,No team connections added yet.,-,,345.0
621,621,Spawn,/spawn/10-842/,90.0,75.0,50.0,100.0,100.0,100.0,Al Simmons,"Divine Spawn, Hell King Spawn, Omega Spawn, Resurrection Spawn, Spawn (Classic)","The One, Hellspawn","Detroit, Michigan (8th level of Hell after rebirth)","Spawn #1 (May, 1992)",Image Comics,good,Male,Demon,6'11 // 211 cm,900 lb // 405 kg,Brown,Black,-,Hell,No team connections added yet.,"Wanda (widow), Cyan (widow's daughter)",,515.0
622,622,Spectre,/spectre/10-784/,95.0,100.0,100.0,100.0,100.0,70.0,-,Aztar,"Spirit of Vengeance, Wrath of God, Spirit of Redemption, Raguel, James Corrigan, Hal Jordan, Cripus Allen",-,"More Fun Comics #52 (February, 1940)",DC Comics,good,Male,God / Eternal,- // 0 cm,- lb // 0 kg,White,No Hair,-,-,"All-Star Squadron, The Presence, Formerly: Justice Society of America, Justice League of America",-,White,565.0
623,623,Speedball,/speedball/10-132/,,,,,,,Robert Baldwin,Penance II,"Penance, Masked Marvel","Springdale, Connecticut","Amazing Spider-Man Annual #22, (chronologically) Speedball #1",Marvel Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,"Student, superhero",Mobile; formerly New Warriors Headquarters,"Formerly: S.H.I.E.L.D., Avengers Resistance","Maddie Baldwin (mother), Justin Baldwin (father)",,0.0
624,624,Speedy,/speedy/10-1015/,,,,,,,"Roy William Harper, Jr.",Arsenal,-,-,-,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
625,625,Speedy,/speedy/10-10558/,80.0,10.0,35.0,20.0,30.0,70.0,Thea Dearden Queen,No alter egos found.,"Thea Merlyn, Mia, Red Arrow",Starling City,"Arrow (TV Series) - ""Pilot""",DC Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,Green,Brown,Nightclub Owner,-,"Team Arrow, Justice Legion Alpha","Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",,245.0
626,626,Spider-Carnage,/spider-carnage/10-957/,65.0,75.0,70.0,75.0,70.0,75.0,Benjamin Reilly,Scarlet Spider,-,-,-,Marvel Comics,bad,Male,Symbiote,- // 0 cm,- lb // 0 kg,-,-,-,-,Carnage Family,-,,430.0
627,627,Spider-Girl,/spider-girl/10-480/,85.0,40.0,60.0,65.0,55.0,75.0,May 'Mayday' Parker,No alter egos found.,-,"New York City, New York","What If? Vol 2 #105 (February, 1998)",Marvel Comics,good,Female,Human,5'7 // 170 cm,119 lb // 54 kg,Blue,Brown,-,"New York City, New York",The Spider Society,-,,380.0
628,628,Spider-Gwen,/spider-gwen/10-10507/,90.0,55.0,65.0,70.0,70.0,70.0,Gwendolyne Stacy,Gwenpool,Spider-Woman,-,Edge of Spider-Verse #2,Marvel Comics,good,Female,Human,5'5 // 165 cm,125 lb // 56 kg,Blue,Blond,-,-,"Warriors of the Great Web, The Spider Society, The Ultimates, Formerly: Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",,420.0
629,629,Spider-Man,/spider-man/10-133/,100.0,55.0,70.0,75.0,75.0,95.0,Peter Benjamin Parker,"Captain Universe (Spider-Man), Cyborg Spider-Man, Iron Spider, Iron Spider (MCU), Man-Spider, Spider-Hulk, Spider-Man (Black), Spider-Man (MCU), Spider-Man (Worthy), Spider-Man Unlimited, The Human Spider (SONY)","Spiderman, Bag-Man, Black Marvel, Captain Universe, Dusk, Green Hood, Hornet, Mad Dog 336, Peter Palmer, Prodigy, Ricochet, Scarlet Spider, Spider-Boy, Spider-Hulk, Spider-Morphosis","Queens (New York City, New York)",Amazing Fantasy #15,Marvel Comics,good,Male,Human,5'10 // 178 cm,165 lb // 74 kg,Hazel,Brown,"Freelance photographer, teacher","New York, New York","The Spider Society (Leader), New Warriors (Leader), The Six (Leader), Defenders, Avengers Resistance, Marvel Knights, Avengers, Secret Defenders, Daily Bugle, S.H.I.E.L.D., Formerly: Future Foundation, Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",,470.0
630,630,Spider-Man,/spider-man/10-479/,85.0,65.0,75.0,70.0,70.0,75.0,-,No alter egos found.,"Spider-Man 2099, Spiderman",-,"Amazing Spider-Man #365 (August, 1992)",Marvel Comics,good,-,Human,5'10 // 178 cm,170 lb // 77 kg,Red,Brown,"CEO of Alchemax Corporation, Executive Assistant",-,"X-Nation 2099, The Spider Society, The Spider Society",-,,440.0
631,631,Spider-Man,/spider-man/10-10647/,65.0,65.0,70.0,65.0,70.0,70.0,-,No alter egos found.,Spiderman,-,"Ultimate Comics Fallout #4 (October, 2011)",Marvel Comics,good,Male,Human,5'2 // 157 cm,125 lb // 56 kg,Brown,Black,"Student, adventurer, vigilante",-,"The Spider Society, Formerly: The Ultimates",-,,405.0
632,632,Spider-Woman,/spider-woman/10-481/,80.0,45.0,45.0,60.0,70.0,70.0,Jessica Drew,No alter egos found.,"Arachne, Ariadne Hyde, Dark Angel, Dark Angel of San Francisco","London, England","Marvel Spotlight #32 (February, 1977)",Marvel Comics,good,Female,Human,5'10 // 178 cm,130 lb // 59 kg,Green,Black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",-,"The Spider Society, Avengers West Coast, S.H.I.E.L.D., Formerly: New Avengers, Avengers, The Ultimates","Jonathan (father, deceased), Merriem (mother, deceased)",,370.0
633,633,Spider-Woman II,/spider-woman-ii/10-483/,,,,,,,-,No alter egos found.,-,-,-,Marvel Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,The Spider Society,-,,0.0
634,634,Spider-Woman III,/spider-woman-iii/10-482/,80.0,50.0,30.0,45.0,60.0,30.0,Martha Franklin,No alter egos found.,-,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),Marvel Comics,good,Female,-,5'8 // 173 cm,123 lb // 55 kg,Brown,Brown,-,-,"The Spider Society, The Spider Society","Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",,295.0
635,635,Spider-Woman IV,/spider-woman-iv/10-883/,,,,,,,Charlotte Witter,No alter egos found.,Spider-Woman,-,Amazing Spider-Man Volume 2 #5 (# 446),Marvel Comics,bad,Female,-,5'10 // 178 cm,128 lb // 58 kg,Red,White,"Fashion designer, professional criminal",New York City,No team connections added yet.,"Cassandra Webb (aka Madame Web, grandmother)",,0.0
636,636,Spock,/spock/10-10566/,95.0,20.0,20.0,40.0,60.0,40.0,-,No alter egos found.,-,-,Star Trek S01E01: The Man Trap,Star Trek,good,Male,Human-Vulcan,6'1 // 185 cm,180 lb // 81 kg,Brown,Black,-,-,"Federation, Starfleet",-,,275.0
637,637,Spyke,/spyke/10-1455/,80.0,15.0,20.0,60.0,50.0,30.0,Evan Daniels,No alter egos found.,"Porcupine, Armadillo",-,"""Speed & Spyke"" (December 9, 2000)",Marvel Comics,good,Male,Mutant,6'0 // 183 cm,185 lb // 83 kg,Brown,Blond,-,-,No team connections added yet.,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",,255.0
638,638,Stacy X,/stacy-x/10-485/,,,,,,,-,No alter egos found.,-,-,-,Marvel Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,X-Men,-,,0.0
639,639,Star-Lord,/star-lord/10-10015/,85.0,20.0,35.0,50.0,25.0,70.0,Peter Jason Quill,No alter egos found.,Starlord,-,"Marvel Preview #4 (January, 1976)",Marvel Comics,good,Male,Human-Spartoi,6'2 // 188 cm,175 lb // 79 kg,Blue,Blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (Leader), Marvel Knights, Gods","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",,285.0
640,640,Stardust,/stardust/10-1052/,95.0,85.0,100.0,100.0,100.0,85.0,-,No alter egos found.,Entity Lambda-Zero,-,-,Marvel Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,Herald of Galactus,-,No team connections added yet.,-,,565.0
641,641,Starfire,/starfire/10-786/,80.0,80.0,35.0,85.0,60.0,70.0,Koriand'r,No alter egos found.,"Princess Koriand'r, Kory Anders, Nova",Tamaran,"DC Comics Presents #26 (October, 1980)",DC Comics,good,Female,Tamaranean,6'4 // 193 cm,158 lb // 71 kg,Green,Auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Teen Titans, New Teen Titans, Formerly: Justice League, Outlaws","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",Orange,410.0
642,642,Stargirl,/stargirl/10-1326/,85.0,80.0,50.0,90.0,90.0,70.0,Courtney Whitmore,No alter egos found.,"Star-Spangled Kid, Star, Stars","Beverly Hills, California",Stars and S.T.R.I.P.E. #0,DC Comics,good,Female,Human,5'5 // 165 cm,137 lb // 62 kg,Blue,Blond,-,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis","Justice Society of America, Formerly: Justice Legion Alpha","Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",,465.0
643,643,Static,/static/10-1471/,85.0,10.0,45.0,50.0,90.0,40.0,Virgil Ovid Hawkins,No alter egos found.,"Sparky, Virg, V, V-Man","Paris Island, Dakota City","Static #1 (June, 1993)",DC Comics,good,Male,Mutant,5'7 // 170 cm,140 lb // 63 kg,Brown,Black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Formerly: Justice League","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",,320.0
644,644,Steel,/steel/10-1383/,95.0,85.0,55.0,90.0,65.0,65.0,John Henry Irons,No alter egos found.,"Man of Steel, Henry Johnson","Washington, D.C.",Adventures of Superman #500 (1993),DC Comics,good,Male,Human,6'7 // 201 cm,290 lb // 131 kg,Brown,No Hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",No team connections added yet.,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",,455.0
645,645,Stephanie Powell,/stephanie-powell/10-1355/,85.0,10.0,55.0,10.0,25.0,10.0,Stephanie Powell,No alter egos found.,-,-,No Ordinary Family S01E01 (2010),ABC Studios,good,Female,-,- // 0 cm,- lb // 0 kg,-,Blond,Executive Vice President of Research at Global Tech,-,No team connections added yet.,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",,195.0
